Menu Item Name,Family Group,Major Group,Qty Sold
QUESAD CHICKN,FOOD,FOOD,"7,361"
CHIX PESTO SL,PIZZA,FOOD,"7,284"
NONCARB SODA,BEVERAGES,BEVERAGES,"7,272"
YTG FRUIT CUP LG,GRAB N GO,FOOD,"7,184"
CARROTS,SALAD,FOOD,"7,054"
HOKIE WATER,BEVERAGES,BEVERAGES,"6,884"
YTG STWB.PARF,GRAB N GO,FOOD,"6,769"
SUTHRN SUCATSH,SIDES,FOOD,"6,751"
ICED COFEE MD B,BEVERAGES,BEVERAGES,"6,615"
BETR BACN CHD,BREAKFAST,FOOD,"6,571"
WRAP CLASSIC,BREAKFAST,FOOD,"6,501"
ALFREDO,PASTA,FOOD,"6,452"
SPCY TUNA MAKI,ENTREES,FOOD,"6,300"
NQ STEAK,FOOD,FOOD,"6,058"
GREEK YOGURT,PREPACKAGED,RETAIL,"6,020"
MESCLUN MIX,SALAD,FOOD,"6,003"
ICED COFEE LG B,BEVERAGES,BEVERAGES,"5,900"
SUB CHIX PESTO,SANDWICHES,FOOD,"5,833"
FETA,SALAD,FOOD,"5,762"
SPECIAL PASTA,PIZZA,FOOD,"5,699"
CALIFRNA MAKI,ENTREES,FOOD,"5,685"
DASANI,BEVERAGES,BEVERAGES,"5,663"
PEPPERS,SALAD,FOOD,"5,621"
CHX/NOODLES,ENTREES,FOOD,"5,565"
BEEF/NOODLES,ENTREES,FOOD,"5,502"
BBQ CHIX,PIZZA,FOOD,"5,302"
CHERRY TOMATO,SALAD,FOOD,"5,291"
MILK 1/2 PNT,BEVERAGES,BEVERAGES,"5,272"
FRSH SPINACH,SALAD,FOOD,"5,265"
MAMAS MEATLF,ENTREES,FOOD,"5,211"
PLAIN OATMEAL,BREAKFAST,FOOD,"5,184"
ROMAINE,SALAD,FOOD,"5,114"
CRAISINS,SALAD,FOOD,"5,108"
VANILLA FLAV,BEVERAGES,BEVERAGES,"5,090"
SPCY ZCNI GRNBNS,SIDES,FOOD,"4,965"
BELVITA COOKIE,PREPACKAGED,FOOD,"4,936"
SPCY SHRMP MAKI,ENTREES,FOOD,"4,900"
ACAI BLISS BWL T,BEVERAGES,BEVERAGES,"4,897"
NB VEGETABLE,FOOD,FOOD,"4,869"
EGGS,SALAD,FOOD,"4,822"
CHC HAZLNT CROIS,DESSERTS,FOOD,"4,655"
COFEE SM BRUEG,BEVERAGES,BEVERAGES,"4,607"
GRNBN/PEP/BACN,SIDES,FOOD,"4,599"
B STEAK,FOOD,FOOD,"4,593"
BUFFLO CHIX,PIZZA,FOOD,"4,580"
SMKD SALMN B,SANDWICHES,FOOD,"4,521"
EGG N CHEESE,BREAKFAST,FOOD,"4,509"
RSTD TOMT SL,PIZZA,FOOD,"4,429"
MSHRM ASPGS RICE,SIDES,FOOD,"4,404"
BRUEGR MUFFIN,DESSERTS,FOOD,"4,374"
CHOC MUFFIN,DESSERTS,FOOD,"4,374"
YTG FRT PINAPLE,GRAB N GO,FOOD,"4,374"
SPCY CRAB MAKI,ENTREES,FOOD,"4,363"
ESP LATTE M,BEVERAGES,BEVERAGES,"4,210"
TURK CHIPTL CLB,SANDWICHES,FOOD,"4,191"
BEEF STROGNOFF,ENTREES,FOOD,"4,190"
SHRMP/CHIX ETUF,ENTREES,FOOD,"4,170"
CNTRY GRN BNS,SIDES,FOOD,"4,041"
BLBERRY MUFFN,DESSERTS,FOOD,"4,029"
ICED COFFEE M,BEVERAGES,BEVERAGES,"4,028"
Y SAN. TRKY/PRV,GRAB N GO,FOOD,"4,025"
RED ONIONS,SALAD,FOOD,"3,957"
ICED COFFEE L,BEVERAGES,BEVERAGES,"3,838"
PERUVIAN CHIX,ENTREES,FOOD,"3,824"
TUESDAY BL PLTE,BREAKFAST,FOOD,"3,803"
COFEE LG BRUEG,BEVERAGES,BEVERAGES,"3,776"
WKLY SAVORY CR,DESSERTS,FOOD,"3,694"
SCRMBLD EGGS,BREAKFAST,FOOD,"3,687"
TP PNUT CELERY,PREPACKAGED,FOOD,"3,686"
HARVEST TURKY,SANDWICHES,FOOD,"3,672"
CADRE DINNER,SUMMER CADRE,BOARD OPS,"3,612"
CHIX&DUMPLGS,ENTREES,FOOD,"3,594"
YTG FRT C. GRPES,GRAB N GO,FOOD,"3,588"
CHEF SPL S.E. 3,ENTREES,FOOD,"3,546"
CHUNKY STRW BW T,BEVERAGES,BEVERAGES,"3,489"
ZUCCHINI & BASIL,SIDES,FOOD,"3,456"
FRIED CATFISH,ENTREES,FOOD,"3,451"
PARM. CHEESE,SALAD,FOOD,"3,438"
HERBY TURKEY,SANDWICHES,FOOD,"3,432"
RASP CHIX SLD,SALAD,FOOD,"3,410"
SALMON,ENTREES,FOOD,"3,389"
WEDNES. BL PLTE,BREAKFAST,FOOD,"3,351"
GARBANZO BNS,SALAD,FOOD,"3,282"
EEL MAKI,ENTREES,FOOD,"3,274"
FRIDAY BL PLTE,BREAKFAST,FOOD,"3,264"
DIRTY RICE,SIDES,FOOD,"3,234"
LORRAINE S CR,DESSERTS,FOOD,"3,217"
SUNFLWER SDS,SALAD,FOOD,"3,215"
COFFEE L,BEVERAGES,BEVERAGES,"3,214"
TARRGN CHIX SLD,SANDWICHES,FOOD,"3,126"
ORANGE RICE,SIDES,FOOD,"3,125"
WALNUTS,SALAD,FOOD,"3,092"
Q STEAK,FOOD,FOOD,"3,063"
TEA BAG,BEVERAGES,BEVERAGES,"3,051"
CADRE LUNCH,SUMMER CADRE,BOARD OPS,"3,048"
BEEF BRISKET,ENTREES,FOOD,"3,041"
MONDAY BL PLTE,BREAKFAST,FOOD,"3,040"
LEMN PEPP CHIX,ENTREES,FOOD,"3,019"
LEMN P MUFFN,DESSERTS,FOOD,"3,019"
CHIX THAI PNUT SC,ENTREES,FOOD,"2,990"
COOKE CHOC/CHOC,DESSERTS,FOOD,"2,985"
BOLOGNESE,PASTA,FOOD,"2,933"
CHIX SWEET CHILI,ENTREES,FOOD,"2,927"
CADRE BRKFST,SUMMER CADRE,BOARD OPS,"2,919"
PRIMO PESTO,SANDWICHES,FOOD,"2,905"
GELATO/SORBE LG,ICE CREAM,FOOD,"2,903"
TP SIDE CAESAR,SIDES,FOOD,"2,897"
X PEANUT BUTTR,TOPPINGS,FOOD,"2,875"
MUSTRD CHIX BR,ENTREES,FOOD,"2,864"
ACAI PRIMO BWL O,BEVERAGES,BEVERAGES,"2,793"
YTG BLUEB. PARF.,GRAB N GO,FOOD,"2,756"
MUSHROOMS,SALAD,FOOD,"2,755"
BBQ RUBBD CHIX,ENTREES,FOOD,"2,734"
ADD SHOT,BEVERAGES,BEVERAGES,"2,718"
SHRIMP,ENTREES,FOOD,"2,690"
PITAYA BWL T,BEVERAGES,BEVERAGES,"2,682"
FRIED OKRA,SIDES,FOOD,"2,666"
GRN BNS/OR BUTTR,SIDES,FOOD,"2,624"
BAKED BEANS,SIDES,FOOD,"2,621"
THURS. BL PLTE,BREAKFAST,FOOD,"2,614"
MARGEHRITA,PIZZA,FOOD,"2,612"
BAKED SQUASH,SIDES,FOOD,"2,606"
X CINN SUGAR,TOPPINGS,FOOD,"2,597"
ICED LATTE M,BEVERAGES,BEVERAGES,"2,545"
COOKE MAC NUT,DESSERTS,FOOD,"2,528"
BLK OLIVE,SALAD,FOOD,"2,517"
SCALOP POTATO,SIDES,FOOD,"2,515"
EMP NAKD BURRI,EMPLOYEE MEALS,EMPL MEALS,"2,483"
TANGIER CHIX,ENTREES,FOOD,"2,465"
GNG PPP HALAL,PIZZA,FOOD,"2,461"
CHOC. ESPRSO BNS,PREPACKAGED,FOOD,"2,453"
HAM N CHZ CR,DESSERTS,FOOD,"2,416"
CEREAL,PREPACKAGED,FOOD,"2,394"
CAESAR SLD,SALAD,FOOD,"2,384"
BOSCO STICKS,PREPACKAGED,RETAIL,"2,376"
BACON,BREAKFAST,FOOD,"2,351"
Y SAN. CHX SLD,GRAB N GO,FOOD,"2,350"
KASHMIR CHIX,ENTREES,FOOD,"2,331"
8 oz FLT IRON STK,ENTREES,FOOD,"2,316"
SOY,BEVERAGES,BEVERAGES,"2,257"
STMD BROC/BTR,SIDES,FOOD,"2,251"
TP SIDE GREEK,SIDES,FOOD,"2,250"
GNGN CARNV HALAL,PIZZA,FOOD,"2,247"
SALMON MAKI,ENTREES,FOOD,"2,247"
FRSTYL UPCHRG,BEVERAGES,BEVERAGES,"2,229"
ICE/WATER,BEVERAGES,BEVERAGES,"2,206"
BISCUIT,BREAKFAST,FOOD,"2,197"
PUMKIN FLAV,BEVERAGES,BEVERAGES,"2,157"
SINGLE BAGEL,BREAKFAST,FOOD,"2,136"
CHIPS N GUACML,FOOD,FOOD,"2,126"
ORG TOMATO,SOUPS/ STEWS,FOOD,"2,110"
JERK PORK LOIN,ENTREES,FOOD,"2,108"
ESP MOCHA M,BEVERAGES,BEVERAGES,"2,100"
BACON BITS,SALAD,FOOD,"2,075"
QUESAD STEAK,FOOD,FOOD,"2,041"
NOODLES,ENTREES,FOOD,"2,035"
SALMON POKE BOWL,ENTREES,FOOD,"2,016"
YTG RASP. PARF.,GRAB N GO,FOOD,"1,985"
Y SAN. HAM/SWSS,GRAB N GO,FOOD,"1,984"
LG BL PLTE BRKF,BREAKFAST,FOOD,"1,971"
CHNKY STRW BWL O,BEVERAGES,BEVERAGES,"1,964"
FLEX BRKFST,ACADEMIC YEAR,BOARD OPS,"1,958"
SLD CHIX CAESR,SALAD,FOOD,"1,953"
RSTD SWT POTATO,SIDES,FOOD,"1,949"
X STEAK,FOOD,FOOD,"1,941"
BROWNIE,DESSERTS,FOOD,"1,921"
Y REDPR/PITA,GRAB N GO,FOOD,"1,918"
BUT/JEL/HON BLG,BREAKFAST,FOOD,"1,917"
BRUEGR COOKIE,DESSERTS,FOOD,"1,876"
X CHOCOLATE,TOPPINGS,FOOD,"1,869"
BRUSSEL SPROUTS,SIDES,FOOD,"1,856"
Y SAN. BF/CHDR,GRAB N GO,FOOD,"1,812"
BRUEGR CHIPS,DESSERTS,FOOD,"1,790"
GNG CHEESE,PIZZA,FOOD,"1,780"
EMP BURRITO,EMPLOYEE MEALS,EMPL MEALS,"1,771"
SOUP 2,SOUPS/ STEWS,FOOD,"1,756"
ROAST LAMB,ENTREES,FOOD,"1,749"
FOUNTAIN BR,BEVERAGES,BEVERAGES,"1,728"
Y WRAP CHX SLD,GRAB N GO,FOOD,"1,722"
BRAISED GREENS,SIDES,FOOD,"1,713"
SWT CHOC CREPE,DESSERTS,FOOD,"1,699"
SALM CR CHZ MAKI,ENTREES,FOOD,"1,697"
STEAMED CARROTS,SIDES,FOOD,"1,697"
ESP LATTE L,BEVERAGES,BEVERAGES,"1,657"
YTG WRP SPCY CHK,GRAB N GO,FOOD,"1,649"
NB GRND SIRLN,FOOD,FOOD,"1,644"
X CARAMEL,TOPPINGS,FOOD,"1,632"
YTG FRT CANTLP,GRAB N GO,FOOD,"1,628"
3 T CHICKEN,FOOD,FOOD,"1,622"
COOKE PNT BTTR,DESSERTS,FOOD,"1,602"
RICE PILAF,SIDES,FOOD,"1,587"
SHRIMP AND GRITS,ENTREES,FOOD,"1,585"
ADD SPICY,ENTREES,FOOD,"1,580"
COFFEE JAVIVA M,BEVERAGES,BEVERAGES,"1,574"
CHIPS N SALSA,FOOD,FOOD,"1,566"
TOFU GRL TOMATO,ENTREES,FOOD,"1,566"
BAGUETTE,BREADS,FOOD,"1,559"
EXTRA TOPPING,BREAKFAST,FOOD,"1,558"
TP SLD SOBA PNUT,ENTREES,FOOD,"1,557"
ICED LATTE L,BEVERAGES,BEVERAGES,"1,550"
YOGURT CUP,PREPACKAGED,RETAIL,"1,525"
YTG VGGIE BOWL,GRAB N GO,FOOD,"1,520"
TANDOORI CHIX,ENTREES,FOOD,"1,501"
MOCHA FLAV,BEVERAGES,BEVERAGES,"1,484"
BGL TRK-HM-RBF,SANDWICHES,FOOD,"1,483"
Y SLD SPCY CHX,GRAB N GO,FOOD,"1,483"
DAULPHIN POTATOS,SIDES,FOOD,"1,482"
X RASPBERRIES,TOPPINGS,FOOD,"1,482"
TURKEYSTRAMI,SANDWICHES,FOOD,"1,477"
ISL PITAYA BWL O,BEVERAGES,BEVERAGES,"1,476"
CORIANDER CHIX,ENTREES,FOOD,"1,458"
EGG WHT N SDT,BREAKFAST,FOOD,"1,458"
SOUP 1,SOUPS/ STEWS,FOOD,"1,452"
ESP WH MOCHA M,BEVERAGES,BEVERAGES,"1,451"
TP SIDE GARDEN,SIDES,FOOD,"1,451"
FLEX LUNCH,ACADEMIC YEAR,BOARD OPS,"1,447"
4 CHZ TOMATO,SANDWICHES,FOOD,"1,439"
NQ VEGETABLE,FOOD,FOOD,"1,435"
CRVD STRP LOIN,ENTREES,FOOD,"1,406"
WHEY BST,BEVERAGES,BEVERAGES,"1,404"
NB PORK,FOOD,FOOD,"1,401"
Y SLD CHEF,GRAB N GO,FOOD,"1,401"
LEONARDO VEG,SANDWICHES,FOOD,"1,400"
CHAI LATTE M,BEVERAGES,BEVERAGES,"1,395"
X APPLE FILLING,TOPPINGS,FOOD,"1,388"
SPECIAL DESSERT,PIZZA,FOOD,"1,360"
BLEU CHEESE,SALAD,FOOD,"1,356"
CHEESE,TOPPINGS,FOOD,"1,356"
VEGETARIAN ROLL,ENTREES,FOOD,"1,345"
SALMON NIGIRI,ENTREES,FOOD,"1,336"
CARIBBEAN M,BEVERAGES,BEVERAGES,"1,320"
NACHO CHICKEN,FOOD,FOOD,"1,305"
CALIFNA ROLL,SANDWICHES,FOOD,"1,298"
WKLY SWEET CR,DESSERTS,FOOD,"1,298"
GR CHIX PSTA SLD,SALAD,FOOD,"1,287"
CITRS SWT POTATO,SIDES,FOOD,"1,253"
AVOCADO,TOPPINGS,FOOD,"1,247"
CHEF SPL S.E. 2,ENTREES,FOOD,"1,226"
FLEX DINNER,ACADEMIC YEAR,BOARD OPS,"1,226"
SHEPHERDS PIE,ENTREES,FOOD,"1,212"
SAUSAGE GRVY,BREAKFAST,FOOD,"1,197"
SHRMP/WH CHD,PIZZA,FOOD,"1,193"
DEATH BY CHOC,DESSERTS,FOOD,"1,190"
3 EGGS STEAMED,BREAKFAST,FOOD,"1,168"
TUNA MAKI,ENTREES,FOOD,"1,158"
YTG FRT HONYDW,GRAB N GO,FOOD,"1,158"
X SLD DRESSG,SALAD,FOOD,"1,156"
STEAK,ENTREES,FOOD,"1,153"
GINGR SWT POTAO,SIDES,FOOD,"1,146"
APPLE PIE,DESSERTS,FOOD,"1,144"
ICED TEA L,BEVERAGES,BEVERAGES,"1,138"
SEASONAL 1  M,BEVERAGES,BEVERAGES,"1,127"
POM PARIDISE M,BEVERAGES,BEVERAGES,"1,125"
SEASONAL 1 S,BEVERAGES,BEVERAGES,"1,115"
12 OZ FLAT IRON,ENTREES,FOOD,"1,101"
COOKIE N CRM PIE,DESSERTS,FOOD,"1,091"
VODKA SAUCE,PASTA,FOOD,"1,089"
STRW SURFRDR M,BEVERAGES,BEVERAGES,"1,082"
EGG N MEAT,BREAKFAST,FOOD,"1,062"
SAUSAGE,BREAKFAST,FOOD,"1,045"
ICD MACCHIATO M,BEVERAGES,BEVERAGES,"1,038"
APPL N GRNS S,BEVERAGES,BEVERAGES,"1,032"
GRLD ASPARGUS,SIDES,FOOD,"1,029"
PEPPRMNT FLAV,BEVERAGES,BEVERAGES,"1,015"
CRACKR CHP SC ON,FOOD,FOOD,"1,006"
SCONE,DESSERTS,FOOD,"1,001"
ESP LAT MACTO M,BEVERAGES,BEVERAGES,999
BGL TUN SLD/ BLT,SANDWICHES,FOOD,992
HAZELNUT FLAV,BEVERAGES,BEVERAGES,992
BEEF N BLUE SLD,SALAD,FOOD,989
DLMNCO STK 10 OZ,ENTREES,FOOD,989
ESP CAPPCINO M,BEVERAGES,BEVERAGES,989
NQ GRND SIRLN,FOOD,FOOD,985
BACON/SAUSAGE,TOPPINGS,FOOD,981
MEGA MANGO M,BEVERAGES,BEVERAGES,975
CARIBBEAN S,BEVERAGES,BEVERAGES,970
EXTR CRM CHEEZ,TOPPINGS,FOOD,965
STRWBS WILD M,BEVERAGES,BEVERAGES,952
EGGS STEAMED,BREAKFAST,FOOD,941
QUESAD CHEESE,FOOD,FOOD,920
APPL N GRNS M,BEVERAGES,BEVERAGES,906
ICED MOCHA M,BEVERAGES,BEVERAGES,901
TURNER MAKI,ENTREES,FOOD,899
POM PARIDISE S,BEVERAGES,BEVERAGES,895
X BLUEBERRYS,TOPPINGS,FOOD,888
NB SHRD BEEF,FOOD,FOOD,877
COCOA M,BEVERAGES,BEVERAGES,874
CHEESE GRITS,SIDES,FOOD,865
ALOHA PNPL M,BEVERAGES,BEVERAGES,863
CUP SOUP,SOUPS/ STEWS,FOOD,858
ACAI ANTIOX M,BEVERAGES,BEVERAGES,847
APPLE CRISP,DESSERTS,FOOD,846
RAZZMATAZZ M,BEVERAGES,BEVERAGES,845
CHORIZO,PIZZA,FOOD,841
TUNA NIGIRI,ENTREES,FOOD,840
XTRA TOPPG CR,DESSERTS,FOOD,836
SIDE SALSA,FOOD,FOOD,835
ESP MOCHA L,BEVERAGES,BEVERAGES,832
T SLD CHICKEN,FOOD,FOOD,830
TATOR TOTS,SIDES,FOOD,827
ENTREE SALADS,SALAD,FOOD,825
SIDE QUESO,FOOD,FOOD,812
MANGO GO GO M,BEVERAGES,BEVERAGES,791
SEASONAL FLAV,BEVERAGES,BEVERAGES,786
SUB EGGPLANT,SANDWICHES,FOOD,785
3G ENERGY BST,BEVERAGES,BEVERAGES,780
STRW SURFRDR S,BEVERAGES,BEVERAGES,770
YTG SLD GARDEN,GRAB N GO,FOOD,769
EMP BRKFST SAND,EMPLOYEE MEALS,EMPL MEALS,763
MAQUE CHOUX,SIDES,FOOD,757
FOUNTN W DISCNT,BEVERAGES,BEVERAGES,754
MEGA MANGO S,BEVERAGES,BEVERAGES,749
ICD MACCHIATO L,BEVERAGES,BEVERAGES,741
B VEGETABLE,FOOD,FOOD,739
SMK TURK BRST,ENTREES,FOOD,724
SPECIAL CAKE TP,DESSERTS,FOOD,720
X PEACHES,TOPPINGS,FOOD,718
Y WRP R.P.HUMUS,GRAB N GO,FOOD,713
ORANGE C BSTR M,BEVERAGES,BEVERAGES,707
PB CHOC LOVE M,BEVERAGES,BEVERAGES,707
BANANA FOSTR,DESSERTS,FOOD,704
KALE RB BREEZ M,BEVERAGES,BEVERAGES,698
CRACKR CHP CHEDR,FOOD,FOOD,692
SIDE GUACAMOLE,FOOD,FOOD,688
HAMACHI MAKI,ENTREES,FOOD,685
COFFEE JAVIVA L,BEVERAGES,BEVERAGES,676
COCONT BASL RICE,SIDES,FOOD,666
B GRND SIRLN,FOOD,FOOD,657
NQ PORK,FOOD,FOOD,651
BAGEL UPCHRGE,BREAKFAST,FOOD,643
PCH PERFCTION M,BEVERAGES,BEVERAGES,643
STRWBS WILD S,BEVERAGES,BEVERAGES,641
ICED WHT MOCHA M,BEVERAGES,BEVERAGES,634
ESP WH MOCHA L,BEVERAGES,BEVERAGES,628
SPECIAL SANDWCH,PIZZA,FOOD,628
FOCACCIA,BREADS,FOOD,623
KALE RB BREEZ S,BEVERAGES,BEVERAGES,620
ACAI ANTIOX S,BEVERAGES,BEVERAGES,615
EMPL SMTHE M,EMPLOYEE MEALS,EMPL MEALS,615
PB CHOC LOVE S,BEVERAGES,BEVERAGES,614
ICED MOCHA L,BEVERAGES,BEVERAGES,611
STRWB WHIRL M,BEVERAGES,BEVERAGES,608
SLD PASTA,SALAD,FOOD,599
PRO BERY WHEY M,BEVERAGES,BEVERAGES,588
PB N BANANA M,BEVERAGES,BEVERAGES,582
MANGO GO GO S,BEVERAGES,BEVERAGES,574
ADD CHICKEN,PASTA,FOOD,570
ALOHA PNPL S,BEVERAGES,BEVERAGES,570
RST BF CHD MELT,SANDWICHES,FOOD,568
Y SAN. HUMS&VG,GRAB N GO,FOOD,561
HASH BROWNS,BREAKFAST,FOOD,556
PCH PERFCTION S,BEVERAGES,BEVERAGES,555
CHEF SPECIAL TP,DESSERTS,FOOD,549
RAZZMATAZZ S,BEVERAGES,BEVERAGES,543
ORANGE C BSTR S,BEVERAGES,BEVERAGES,540
MULTIGRAIN,BREADS,FOOD,534
LAST NITE BAGEL,BREAKFAST,FOOD,531
PECAN PIE,DESSERTS,FOOD,523
CHILI LIM SALMN,ENTREES,FOOD,518
PLAIN CROISSNT,DESSERTS,FOOD,510
STRWB WHIRL S,BEVERAGES,BEVERAGES,509
MILK SOY,BEVERAGES,BEVERAGES,508
BROWNIE,FOOD,FOOD,504
SF VANLLA FLAV,BEVERAGES,BEVERAGES,503
ICED CHAI LATT M,BEVERAGES,BEVERAGES,499
ESP LAT MACTO L,BEVERAGES,BEVERAGES,491
COOKIES N CRM M,BEVERAGES,BEVERAGES,486
ICED WHT MOCHA L,BEVERAGES,BEVERAGES,485
EMPL LUNCH,EMPLOYEE MEALS,EMPL MEALS,481
ICED TEA M,BEVERAGES,BEVERAGES,480
3 T STEAK,FOOD,FOOD,473
PANCAKE TP,BREAKFAST,FOOD,464
BERRY UPBEET M,BEVERAGES,BEVERAGES,462
3 T GRND SIRLN,FOOD,FOOD,460
EMP QUESADLLA,EMPLOYEE MEALS,EMPL MEALS,456
PEACH COBBLR,DESSERTS,FOOD,455
M.R.E. FLEX LUNCH,ACADEMIC YEAR,BOARD OPS,454
EMP DELI COMBO,EMPLOYEE MEALS,EMPL MEALS,453
Q GRND SIRLN,FOOD,FOOD,451
BERRY UPBEET S,BEVERAGES,BEVERAGES,448
EEL NIGIRI,ENTREES,FOOD,447
SLD DRESSING,PREPACKAGED,RETAIL,443
CHEF SPL DESSERT,DESSERTS,FOOD,442
O BRIAN POTATO,BREAKFAST,FOOD,437
BAK PECAN PIE,FOOD,FOOD,432
EMPL SMTHE S,EMPLOYEE MEALS,EMPL MEALS,430
NB BRISKET,FOOD,FOOD,428
CHEF SPL S.E. 1,ENTREES,FOOD,427
BOWL SOUP,SOUPS/ STEWS,FOOD,423
GRNS N GNGR S,BEVERAGES,BEVERAGES,422
QUESAD GR SIRL,FOOD,FOOD,421
CARIBBEAN L,BEVERAGES,BEVERAGES,420
GRNS N GNGR M,BEVERAGES,BEVERAGES,417
CHOC MOUSSE,DESSERTS,FOOD,416
MATCHA GN TEA M,BEVERAGES,BEVERAGES,414
MATCHA GN TEA S,BEVERAGES,BEVERAGES,411
Q VEGETABLE,FOOD,FOOD,411
B PORK,FOOD,FOOD,408
ESP CAPPCINO L,BEVERAGES,BEVERAGES,408
FRNCH TST OR,BREAKFAST,FOOD,404
ORANGE JCE S,BEVERAGES,BEVERAGES,404
WAFFLE BATTR,BREAKFAST,FOOD,401
SPECIAL MUFFIN,DESSERTS,FOOD,395
ICD GRN T LATT M,BEVERAGES,BEVERAGES,394
SHRIMP NIGIRI,ENTREES,FOOD,384
ICED CHAI LATTE L,BEVERAGES,BEVERAGES,377
EXTR DELI MEAT,TOPPINGS,FOOD,375
CHAI LATTE L,BEVERAGES,BEVERAGES,373
GRILL SPECIAL 2,ENTREES,FOOD,370
EMP NACHOS,EMPLOYEE MEALS,EMPL MEALS,360
PB N BANANA S,BEVERAGES,BEVERAGES,359
EGG SAND,BREAKFAST,FOOD,355
CHEF SPL SIDE,SIDES,FOOD,349
OR DRM MACHN M,BEVERAGES,BEVERAGES,349
WHOLE LOAF BRD,BREADS,FOOD,344
AMAZING GRNS M,BEVERAGES,BEVERAGES,343
GRN TEA LATE M,BEVERAGES,BEVERAGES,343
PB N BANANA L,BEVERAGES,BEVERAGES,339
PRO BERY WHEY S,BEVERAGES,BEVERAGES,339
MEGA MANGO L,BEVERAGES,BEVERAGES,337
EXTR VEGGIES,TOPPINGS,FOOD,334
FRNCH TST CINN,BREAKFAST,FOOD,332
TROUT,ENTREES,FOOD,331
SEASONAL 1  L,BEVERAGES,BEVERAGES,330
COOKIES N CRM S,BEVERAGES,BEVERAGES,328
MARINARA,PASTA,FOOD,325
MINI FRUIT MIX,PREPACKAGED,FOOD,325
BRUEG DESRT BAR,DESSERTS,FOOD,324
NQ SHRD BEEF,FOOD,FOOD,324
DLY VITMN BST,BEVERAGES,BEVERAGES,322
ACAI ANTIOX L,BEVERAGES,BEVERAGES,321
CHIA SEED BST,BEVERAGES,BEVERAGES,317
SIDE SOUR CREAM,FOOD,FOOD,312
RED SKIN POTATOS,BREAKFAST,FOOD,311
LEMN BLUBRY PIE,DESSERTS,FOOD,310
EMP BAGEL,EMPLOYEE MEALS,EMPL MEALS,309
ORANGE JCE M,BEVERAGES,BEVERAGES,308
X RASPBRY SCE,TOPPINGS,FOOD,307
NACHO GRND SIRL,FOOD,FOOD,306
RAZZMATAZZ L,BEVERAGES,BEVERAGES,303
STRW SURFRDR L,BEVERAGES,BEVERAGES,301
HOLIDAY MEAL,SPECIAL EVENTS,FOOD,300
PEANT BTR MD M,BEVERAGES,BEVERAGES,292
NACHO STEAK,FOOD,FOOD,291
